Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
,"4,399,000",640,San Saba County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",430,Schleicher County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1077,Scurry County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",137,Shackelford County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,800","4,399,000",2822,Shelby County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",518,Sherman County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"17,800","4,399,000",17803,Smith County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",534,Somervell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"20,700","4,399,000",20743,Starr County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",602,Stephens County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",92,Sterling County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",52,Stonewall County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",507,Sutton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",515,Swisher County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"301,700","4,399,000",301746,Tarrant County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,200","4,399,000",7202,Taylor County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",88,Terrell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1031,Terry County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",37,Throckmorton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"6,200","4,399,000",6224,Titus County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,000","4,399,000",6952,Tom Green County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"200,200","4,399,000",200182,Travis County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",635,Trinity County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",454,Tyler County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1253,Upshur County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",376,Upton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,200","4,399,000",3202,Uvalde County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"10,900","4,399,000",10881,Val Verde County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,700","4,399,000",2734,Van Zandt County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,300","4,399,000",5310,Victoria County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,100","4,399,000",5118,Walker County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"6,400","4,399,000",6412,Waller County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",912,Ward County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2569,Washington County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"69,600","4,399,000",69599,Webb County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,600","4,399,000",3606,Wharton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",595,Wheeler County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"8,900","4,399,000",8944,Wichita County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",520,Wilbarger County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,700","4,399,000",3677,Willacy County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"53,600","4,399,000",53621,Williamson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,100","4,399,000",2050,Wilson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",995,Winkler County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,100","4,399,000",4118,Wise County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1592,Wood County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2203,Yoakum County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1154,Young County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,900","4,399,000",3923,Zapata County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1144,Zavala County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"27,100","4,423,000",27101,Albany County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1075,Allegany County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"491,400","4,423,000",491415,Bronx County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"12,400","4,423,000",12404,Broome County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1575,Cattaraugus County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1996,Cayuga County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,700","4,423,000",2671,Chautauqua County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,400","4,423,000",2410,Chemung County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",890,Chenango County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"3,700","4,423,000",3700,Clinton County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"3,800","4,423,000",3796,Columbia County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",934,Cortland County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1745,Delaware County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"34,400","4,423,000",34414,Dutchess County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"61,400","4,423,000",61390,Erie County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1426,Essex County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1940,Franklin County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1329,Fulton County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1390,Genesee County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"3,000","4,423,000",2994,Greene County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",101,Hamilton County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,000","4,423,000",2007,Herkimer County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"4,700","4,423,000",4688,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"972,300","4,423,000",972294,Kings County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",449,Lewis County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,200","4,423,000",2161,Livingston County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1678,Madison County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"62,200","4,423,000",62195,Monroe County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1608,Montgomery County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"293,400","4,423,000",293361,Nassau County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"471,600","4,423,000",471584,New York County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"8,500","4,423,000",8519,Niagara County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"18,000","4,423,000",17950,Oneida County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"34,700","4,423,000",34653,Onondaga County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"4,000","4,423,000",4017,Ontario County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"41,400","4,423,000",41427,Orange County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1420,Orleans County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,300","4,423,000",2305,Oswego County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,200","4,423,000",2209,Otsego County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"12,600","4,423,000",12605,Putnam County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"1,100,700","4,423,000",1100743,Queens County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"7,500","4,423,000",7512,Rensselaer County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"102,100","4,423,000",102125,Richmond County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"68,000","4,423,000",68043,Rockland County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"11,000","4,423,000",10988,Saratoga County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"15,100","4,423,000",15050,Schenectady County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",875,Schoharie County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",301,Schuyler County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",755,Seneca County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"4,900","4,423,000",4948,St. Lawrence County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,400","4,423,000",2405,Steuben County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"227,300","4,423,000",227324,Suffolk County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"7,600","4,423,000",7581,Sullivan County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1285,Tioga County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"13,200","4,423,000",13236,Tompkins County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"13,500","4,423,000",13530,Ulster County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,200","4,423,000",2228,Warren County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",1479,Washington County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"2,600","4,423,000",2551,Wayne County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
"244,700","4,423,000",244746,Westchester County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",722,Wyoming County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"4,423,000",459,Yates County,1,Total:,Total:,all countries,(Total),Total:,New York,4422712,New York,4422712,19673174
,"243,000",336,Beaver County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",1510,Box Elder County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"8,400","243,000",8400,Cache County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",506,Carbon County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",19,Daggett County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"15,400","243,000",15408,Davis County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",624,Duchesne County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",214,Emery County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",189,Garfield County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",555,Grand County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",1856,Iron County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",129,Juab County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",176,Kane County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",939,Millard County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",223,Morgan County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",27,Piute County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",12,Rich County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"133,500","243,000",133461,Salt Lake County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",278,San Juan County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",1297,Sanpete County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",403,Sevier County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"4,000","243,000",4020,Summit County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"2,700","243,000",2657,Tooele County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",1029,Uintah County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"39,800","243,000",39759,Utah County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"2,600","243,000",2646,Wasatch County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"8,500","243,000",8523,Washington County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"243,000",83,Wayne County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
"17,500","243,000",17487,Weber County,1,Total:,Total:,all countries,(Total),Total:,Utah,242766,Utah,242766,2903379
,"27,000",1594,Addison County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
,"27,000",880,Bennington County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
,"27,000",585,Caledonia County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
"12,500","27,000",12498,Chittenden County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
,"27,000",216,Essex County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
,"27,000",1325,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Vermont,26656,Vermont,26656,626604
