"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03"
"Monongalia","WV","Morgantown","54","061",577,124.045801526718,122.685185185185,122.032701646959,121.374045801527,121.40625,121.428571428571,121.40625,121.897821023961,122.478991596639,123.4375,122.997890295359,121.753246753247,124.174783549784,121,121.856866537718,122.636999496162,122.937293729373,123.534859938901,122.550647625374,123.259809642869,123.552384732855,121.053074062352,121.008403361345,123.197115384615,121.533753883815,120.400432900433,120.5047062642,120.66323063989,120.954375746714,120.828848223897,121.49263382816,121.290387316877,121.61036036036,121.374045801527,121.554054054054,121.911094055444,121.293083506824,124.00354295837,124.250740913168,124.058387714378,124.404761904762,124.404761904762,125.584112149533,124.921875,125.40755040755,125.233159025886,125.477359519913,123.904596560847,126.614088438644,128.787037037037,127.62211109835,126.831148804934,127.990746664771,127.713920817369,128.125,127.408671216379,125.588846696099,123.791829639287,124.903846153846,126.862729449322,125.318898443898,128.319904506118,132.294429708223,133.020448279699,132.913038581169,133.077359004892,132.419989671511,130.254782685357,130.718085106383,131.241084165478,129.661016949153,127.637848876787,130.289147593176,130.455410857515,133.239736033544,135.520684736091,136.30463003029,137.1371341949,134.519230769231,134.018559084031,134.187457855698,133.467471495641,133.717210492642,134.615384615385,135.515589661735,134.710767584843,136.294667743311
"Garland","AR","Hot Springs","05","051",578,99.8667998667999,99.2399873375466,99.9287822152272,99.610642439974,99.8667998667999,99.9321266968326,99.4166666666667,99.5490104637477,99.6977025392987,98.8656360830603,99.1109530583215,98.2355688111829,99.4177740863787,88.8444444444444,94.9947127247092,94.4066515495087,95.8196721311475,95.0980392156863,95.187969924812,95.9615384615385,95.4233326716951,93.4319833852544,93.4470475283758,93.0733410942957,93.4961219221864,93.75,93.714603257621,95.1252086811352,96.6808273763612,95.8477508650519,95.0651297465219,95.2350698856417,94.4278606965174,93.1571815718157,92.9368672161334,92.3484848484848,92.5563173359452,93.101725766419,93.3497536945813,94.7278136060626,94.4878472222222,93.8156653547149,93.2934164890575,94.2883046237534,92.5756976344845,96.2686567164179,95.5758312155676,94.5895524679543,94.1160243407708,92.6404494382023,94.8044013278388,95.9864895270823,96.4173403843296,97.5121951219512,95.2380952380952,96.1668130280219,94.9797486483037,95.2380952380952,94.8134092346616,94.6315789473684,95.1359084406295,95.1359084406295,94.5891328719117,96.0866526904263,95.0825556353195,94.3154539566713,93.542654028436,92.5929431504145,95.1179980687943,93.7149442601001,90.0819672131148,90.2680652680653,92.0281359906213,93.1055900621118,93.0900621118012,95.0432276657061,96.7096774193548,95.8433253397282,97.2632092036348,96.7096774193548,97.1909317389138,96.9295410471881,97.1713699235773,97.2415795586527,97.2415795586527,99.95,99
"Nash","NC","Rocky Mount","37","127",579,85.2459016393443,85.7480680184371,86.5085953736333,86.0737277115209,85.2409638554217,85.15625,85.0069735006974,84.4471445929526,84.2839036755387,84.3384281678773,84.2696629213483,82.2362869198312,82.1795750514051,81.021897810219,79.707532051282,80.0404948521035,80.1833113644,79.2532581895033,80.03291278113,79.3541556379037,79.5800144822592,77.8711484593837,75.2500596867787,77.8776978417266,78.8760688012454,78.7685755415168,80.0558379752312,77.7511961722488,76.2904140669314,76.1080332409972,75.3534401508011,75.6224066390042,75.7422615287429,75.9420864278293,78.119105362436,77.7541468552704,76.7113276492083,76.4090177133655,77.5035260930889,78.0234375,78.7658930881636,78.7160345356202,76.7831092674834,78.3823529411765,77.0337034528122,77.3929961089494,75.2860838015322,75.2895752895753,75.353054071377,74.8771284431606,74.9375,75.9128763613069,76.1768909890297,76.702532641183,77.8508771929825,79.0529695024077,78.3750698778707,77.6014109347443,77.6014109347443,77.3201581027668,77.443833021514,77.6134908555,77.468487394958,76.5919811320755,76.6428740348724,76.4487714418173,76.9576379974326,77.079107505071,77.468487394958,77.3103200287666,76.8174774058176,75.1312335958005,75.6818181818182,76.6786389561638,77.3208469055375,77.8699118627176,77.3208469055375,76.8034825870647,77.6209683411168,78.3707865168539,79.1695988740324,78.448275862069,77.8685019974219,78.7028832328091,78.6374817657683,78.4641816797618,79.1575704225352
"Flagler","FL","Daytona Beach","12","035",580,113.181818181818,112.925696594427,111.781655844156,110.158121705798,103.816894278268,102.11027910143,100.052938062467,100.724637681159,100.257201646091,97.5609756097561,94.0895022787475,91.2002777297401,90.1328273244782,89.139514954152,85.1385390428212,83.0745031815853,83.4834834834835,79.3333230933071,77.3223334779563,75.7504701271043,74.6415620641562,74.9247355362463,74.9757986447241,73.5401234567901,73.7846153846154,75.4306034482759,78.447605512719,79.6099739696675,76.969696969697,76.0235507246377,76.7144319344933,77.6600367121984,79.9026425591099,81.3587871982033,90.7180487236953,92.0951650038373,93.9228986153309,94.5056786332285,96.6732172034637,98.0921446529948,99.6515453639083,101.998974884675,107.017543859649,106.230981192104,105.887585215493,104.857739023467,103.668261562998,104.170141784821,102.384868421053,103.570836158426,105.389077729861,107.060720200568,108.341187558907,108.380053212013,107.892102335929,107.872446437469,110.096205237841,110.699152542373,112.219343696028,111.681972347839,111.430855970178,116.822429906542,115.696599829689,114.827706230421,116.456310679612,119.512195121951,118.83865939205,119.445953286257,123.404255319149,123.760984848485,128.150036416606,130.148674309299,126.326427488631,129.634082592786,129.620391624143,129.326145552561,130.087209302326,132.221299359323,127.637848876787,125.118035882908,126.689717378232,130.13698630137,128.366058395427,128.164670430557,131.566028473245,131.67844029658,131.785698411993
"Portsmouth City","VA","Virginia Beach","51","740",581,119.003527336861,118.191424212808,118.209459459459,115.733590733591,114.782096584217,113.670663169726,112.799495586381,112.365591397849,111.177907127523,110.701288677139,107.664717086019,106.050760263122,103.556524447213,102.318278052223,100.025667351129,99.2063492063492,99.4263862332696,99.5369449660998,98.5211267605634,97.584789311408,97.0107886289175,97.2137842581342,97.0066518847007,95.7508146651756,93.7782468730982,93.021194813958,91.4634146341463,88.5672380252133,90.4617253948967,91.5642734898494,91.0064067109145,88.8888888888889,87.6068376068376,87.312030075188,92.4343373493976,94.7687642153146,96.8113369920741,95.5414012738854,97.6430976430976,100.057240984545,99.2981613780343,99.9486842105263,100.642673521851,100.384083800102,97.1922246220302,96.6429298067141,97.1110457393986,96.8091168091168,96.1865651709402,96.6634429400387,97.799511002445,97.5911458333333,98.0386814126196,97.9763816346697,97.9763816346697,97.8818989692074,96.3837994214079,94.8720186486879,95.7760314341847,94.0166089236773,94.3888888888889,95.7945307731153,96.3377023901311,98.4773846842812,98.8270041272684,99.1707643202209,99.6168582375479,99.1561181434599,98.4747108096036,98.5808510638298,98.2318271119843,97.3018446673011,97.1310376064608,98.5238393939667,100.481165481242,101.950354609929,101.74420321507,101.851851851852,103.397341211226,102.996254681648,101.78470455188,102.130786186627,101.574084613493,100.560985212321,99.8888888888889,100.585417775412,101.603236285879
"Madison","MS","Jackson","28","089",582,111.731843575419,111.324711639287,111.026808295397,111.524856235713,112.452045543306,111.525086934923,110.996749729144,111.442193087008,111.058998001362,110.99891422367,110.906785034876,109.881238452667,110.899922665334,109.435551811289,110.073382254837,110.206037374221,110.628925242838,110.206037374221,109.700774231554,111.008948072994,110.409386301044,110.352206844627,109.031413612565,109.122807017544,108.741131526287,108.468919482687,109.808181044717,108.468919482687,108.810202495711,109.010043041607,109.691939467591,109.842619052954,109.784345047923,110.086956521739,110.989961211902,110.491071428571,110.719161551354,110.792364324837,112.17587373168,113.772652207657,114.140773620799,112.793404711997,112.399643175736,111.85704742819,111.882475683859,111.385542168675,111.364551651515,111.067040277463,112.769006012249,112.681912681913,115.076303460369,115.693078699615,114.661654135338,114.75687314783,114.983534577387,115.556612749762,115.746971736205,115.254442662617,114.413974575562,114.058679706601,116.045038705137,119.10447761194,119.330016583748,120.184053542849,120.116872593175,119.222903885481,118.191161356629,120.637245815843,119.281045751634,118.900729108245,120.082582582583,121.495327102804,121.448598130841,122.657200148519,123.074494949495,124.658469945355,126.521863630239,124.85779294653,126.714207350521,125.575447570332,124.411727506545,125.617207326492,124.4825835225,126.235347159603,126.538987688099,126.379690949227,126.436781609195
"Sutter","CA","Yuba City","06","101",583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.304347826087,120.728980322004,120.192307692308,120.535714285714,122.29020979021,126.400651978725,128.121061944591,128.373930217248,132.629646626893,129.547991862674,127.755009107468,129.022214344795,132.246153846154,127.722222222222,132.222222222222,134.473094170404,134.215991692627,135.135135135135,136.314067611778,134.375801422652,135.473025728733,135.228763487008,133.93722063091,134.032634032634,136.734555808522,139.276378508029,139.817629179331,143.568792588341,143.754815100154,143.759630200308,144.32496194825,145.014931402288,145.47817047817,148.222223298505,148.452259769156,146.685606060606,144.670050761421,146.022727272727,148.598371374992,150.792090590945,151.179673321234
"Dougherty","GA","Albany","13","095",584,76.1017719218537,76.1586076005837,76.062925170068,76.1017719218537,76.3417418044359,76.4058679706602,76.8934911242604,77.3469888594649,76.3491961776426,75.7154882154882,73.5992402659069,73.3998825601879,73.3610341643583,71.5503522507431,74.079754601227,73.1800520214508,72.254857659286,70.812490063277,71.3392857142857,70.4182831317983,69.6689428403284,69.0909090909091,69.0184049079755,68.833693714199,68.4966238278087,66.4054514480409,64.8701298701299,63.8888888888889,61.390365082859,61.2244897959184,61.58122899319,60.4304490536314,59.2939244663383,60.264788763537,61.5562403697997,61.1234705228031,61.58122899319,63.6246220054067,63.8987043580683,62.962962962963,63.6745763879322,64.5091392774393,63.4836065573771,63.6029411764706,64.0805932069451,63.9754192256243,62.5,60.9679244128522,60.8886028597865,60.7798165137615,59.9927060539752,60.3860620733367,62.0911785202341,60.6508875739645,58.8958087863996,59.4428706326723,58.6637298091043,58.2627118644068,57.7831325301205,57.3356404847748,56.114722806241,56.1887543545614,56.0714285714286,56.6916752312436,58.3176766869204,59.7790954281001,56.3731022900817,55.7166759620747,54.7407345097736,55.2490820370156,53.823566319488,51.5885623510723,51.8494484101233,52.4541845600719,53.0749789385004,52.9131355932203,54.5774147727273,53.8353425361645,51.3281919451585,51.4150943396226,50.8976874378695,52.4814920422731,51.3281919451585,48.9577450532279,50.2137500435747,50.5195169896097,51.1828018349029
"Montgomery","VA","Blacksburg","51","121",585,121.45569446069,121.38840953567,121.317730004623,119.252873563218,118.495829400511,118.405591799276,118.095881161377,118.355263157895,116.884459390826,115.649801587302,115.080500894454,113.513513513514,114.233667247387,112.017937219731,113.269794721408,115.044247787611,115,114.253048780488,113.761884146309,114.208284939992,112.037037037037,112.080852231935,111.944605898371,108.713953579244,110.894399112731,110.780123197115,111.235119047619,111.640211640212,112.342017198614,112.974142508821,111.694677871148,110.057471264368,110.277427490542,109.289617486339,109.521575984991,108.370799163853,113.663133097762,114.294790343075,115.359480426394,115.789473684211,115.327380952381,112.538819875776,110.802469135802,111.379716981132,117.098776820401,114.901386874278,112.726549696327,113.13056379822,118.243243243243,116.811694872443,117.567567567568,117.402536402067,115.265618957213,118.175675675676,116.069309280798,113.956466069142,117.102396514161,115.986976797088,114.697265625,115.991810737034,118.337939202527,118.794014084507,118.600880052151,116.568914956012,117.560175054705,117.924528301887,116.568914956012,116.398243045388,117.736953544247,117.512376237624,117.635676008191,118.055555555556,117.781155015198,118.942585593597,120.894428152493,120.515463917526,121.19341563786,122.292714942026,122.390059406839,120.574145933713,119.266441821248,117.525773195876,118.753252322318,120.515463917526,121.17474916388,124.809160305344,123.539325842697
"Wayne","NY","Rochester","36","117",586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1944444444444,82.3022423360962,86.0786397449522,81.2422100079688,83.3810182488837,85.558463309955,86.8878357030016,85.7099771236188,85.5801104972376,78.2747603833866,74.2248062015504,77.7035236938032
"Dubuque","IA","Dubuque","19","061",587,91.8254879448909,88.8678039858797,89.3363411608994,91.6840422574368,90.8569242540168,90.4101326899879,89.4640582953869,90.8567028677492,89.2086330935252,87.4297752808989,87.2410513530876,87.0713884204609,89.1021671826625,89.9432764516529,92.3854592385459,92.1835741818693,92.3575023465457,90.3618656765032,87.7136220341795,86.8078175895765,87.0546318289786,86.2162162162162,87.4960925289153,87.5267561782448,92.1743247112975,92.3854592385459,91.5712724489076,91.3516609392898,93.1634555624612,93.2753164556962,93.4570634701209,94.0972222222222,94.8275862068966,94.6659061277705,95.1732377538829,94.8450347630084,93.1277804128095,92.8987194412107,93.5744680851064,94.8823772183244,95.3860865407602,96.7517732834451,94.5139139406358,92.5615682829213,90.358218948778,89.7368177975129,88.6666666666667,90.5873909714967,88.3860912096996,89.6417025862069,92.8300400023286,93.0442637759711,97.6287041132242,96.3914977755808,96.4571225887425,95.2771907855894,94.8923305487843,94.9667204001868,96.6918459809566,96.1045299885746,96.4976610261087,99.3530802026048,103.938053097345,104.462437205744,104.091585497835,104.014481094127,104.060475161987,103.389084507042,102.52416484672,101.080737444374,98.6600846262341,98.8188602044909,98.6600846262341,100.015178765095,103.267030623052,105.575552825553,104.513200687684,103.801563763818,101.98440822112,103.433922996878,101.447661469933,102.586651621305,103.355138136616,105.843681519357,107.692307692308,106.660070090226,106.803524368367
"Rockingham","NC",,"37","157",588,77.9512195121951,76.3580409244589,77.9512195121951,78.4554845056567,77.5478530781169,76.6666666666667,75.2720117435307,75.1201923076923,74.703952734985,72.4774738201233,74.0357994377424,70.387323943662,68.0112570356473,63.2864544781643,65.3655750190404,62.1300845841466,64.2314436002338,63.9071637426901,67.6041666666667,68.4608898790185,66.2877307101807,65.2228279471048,66.1971830985916,64.5141451414514,66.8944435085355,67.9039156448078,69.8260881397049,69.3055555555556,68.5294273482536,67.8736783047775,67.3807878369039,67.8650036683786,64.2857142857143,66.1375661375661,73.5999282014462,72.1935853379152,73.5131820968731,73.5294117647059,76.118537627684,79.4731610337972,76.7489711934156,77.6754890678941,77.7472527472527,78.3379765774132,77.6137183549267,77.7472527472527,75.228102189781,74.3730407523511,74.8660877715959,76.2818761384335,73.8188976377953,74.4803695150115,76.4668367346939,78.125,78.6319612590799,78.0188704897082,77.8333333333333,75.7362288135593,75.677879565877,76.4084274486494,78.125,79.1701200522403,77.8388278388278,79.9111111111111,82.7360315439564,85.15625,85.3644646924829,81.249095382834,79.185520361991,76.1428571428571,76.7717891123307,78.2655658143939,78.4369429590018,80.1550851299617,81.2056737588652,80.6465361367981,80.5238415043654,80.9211970663739,79.9125935061801,79.5671546785487,78.8013464171611,76.2172478699709,75.4619288992311,77.6231884057971,76.9927536231884,77.1090534979424,76.8945868945869
"Sumter","FL","The Villages","12","119",589,129.415473531106,126.926006162621,125.22271714922,125.177361911283,125.177361911283,125.213219616205,124.406108597285,124.11858974359,122.598822138342,121.372478231815,120.646551724138,121.383315733897,121.012801930343,109.343434343434,119.102243233222,119.502390057361,118.64406779661,117.550753110675,118.136363636364,118.462643678161,117.760942760943,118.424170616114,117.81270464964,114.774365628604,117.760942760943,117.559523809524,117.760942760943,119.545649378483,120.967741935484,119.656146583545,118.453724604966,118.587975730833,120.967741935484,122.141260642002,121.599524024897,119.406192565819,119.825103325125,118.706942236354,116.968987712112,112.83185840708,112.967059980334,113.724137931034,110.701035153856,107.536207555792,105.323308892028,110.286882855005,111.104166666667,110.701035153856,115.5,119.561191626409,121.853350791572,122.408419901586,128.990610328638,120.055027513757,132.258064516129,130.34188034188,139.540000578775,140.795511988185,145.065963060686,145.370819195347,145.710543549443,146.336528275406,149.126974573523,146.648723112331,147.50283768445,146.9723183391,147.305389221557,147.215941209723,149.486916717907,151.160128437805,152.085452695829,149.52380952381,144.143234587549,143.207855973813,147.166472855869,147.700124192162,151.561106155219,150.341003939563,149.556191839656,150.489170289995,151.409932659933,152.984217464205,151.750972762646,150.790229885057,153.023032629559,155.194805194805,153.654292343387
"Geauga","OH","Cleveland","39","055",590,113.479853479853,114.864864864865,115.569605009634,118.988095238095,120.577485380117,119.605547093171,119.492753623188,119.263709341118,118.225750776666,116.820307668522,114.673913043478,114.176570458404,113.061552096127,114.151712887439,112.38757154538,111.84601430224,111.201123886952,109.821420932902,108.947777509754,109.415878378378,107.551635111876,106.475258856715,105.523518769787,104.130060579778,103.244638602065,102.112676056338,103.841145833333,105.236656596173,106.900829420356,106.935770906609,107.976734524304,108.478801026327,108.803220855293,107.656966886096,109.18359095215,107.97507788162,108.002690455961,108.384531984098,109.983601467683,112.028301886792,115.147111837211,116.164032156504,115.450925859394,116.410940627085,116.744815867394,117.919253201903,116.678858814923,114.948100259499,114.609784033857,115.944487157667,116.948542641238,117.743702081051,119.626926196269,120.015218452892,119.78301978567,118.243243243243,118.255995048899,116.397680718911,116.03727587625,116.33478790656,116.84366336621,118.745874587459,119.33215786921,119.674485399713,119.007936507937,119.842233009709,118.53374206773,118.477740545716,118.264921851404,117.21774571662,117.628043310837,115.225806451613,115.47619047619,116.080340169261,118.489003943748,119.801502603944,120.233596702164,120.268855596163,121.695652173913,120.967741935484,120.236377057828,120.521172638436,120.147255689424,118.866428854538,119.047619047619,118.479880774963,119.931439764936
"Marshall","AL","Albertville","01","095",591,82.6513280212483,82.3318590937306,82.0852534562212,81.4238952536825,81.7427385892116,81.047197640118,81.051051051051,81.6981132075472,82.1598081701637,81.7204258983794,79.5812625568362,78.6924939467312,79.7297297297297,79.0723981900452,77.9236766516209,77.4463523569622,75.5238227344128,76.539683762931,77.3548387096774,77.9244939274702,77.6644282937357,78.6583786583787,78.7353418107894,77.9896442380234,78.1700835231587,77.7227722772277,77.205408886027,77.0484581497797,77.8957443019943,77.0718232044199,77.2976262933658,77.2913226112584,77.04105936942,77.0893845089903,80.6451612903226,80.0186451211933,78.7313432835821,80.6451612903226,80.920564216778,81.0074880871341,81.3952703898356,80.3234501347709,81.2133072407045,80.9025551803067,82.7057182705718,84.6805736636245,82.9911106233538,81.7145688800793,80.890522875817,81.9286256643888,82.7166504381694,83.8548752834467,83.9493136219641,84.3310760098253,82.089552238806,81.6346153846154,80.7365439093484,80.3858520900322,80.2678571428571,79.8666577919773,79.5744680851064,80.4671439391207,79.9466666666667,81.2536273940801,81.4877717391304,81.055615917425,82.5664590765262,83.8068181818182,83.1870164675733,83.2318311002842,84.6449678246272,84.269167994022,85.5578370978782,84.8893831109334,85.3145493813462,85.5308024958152,85.7806366416948,85.6637168141593,83.8064516129032,84.5664038811401,85.5371900826446,85.5317529360591,86.8310635216055,85.5371900826446,84.3110476966979,86.3245002405337,88.1328291050513
"Lauderdale","AL","Florence","01","077",592,77.2045454545455,77.5389514563107,77.7740196956681,81.260443676174,80.5007660350402,79.6809986130374,82.7560240963855,83.1818181818182,82.2204968944099,81.8181818181818,80.939524838013,79.2382854743699,79.4434980124929,79.5172416846729,79.6969696969697,77.7489275827822,78.4192825112108,76.757415684681,77.3405599844449,78.240450845335,78.9099526066351,78.1616688396349,76.3587518082248,75.7309941520468,75.8392250283788,76.4192139737991,76.4509803921569,78.2637075718016,80.2417557932264,79.75,78.6765381083563,79.9237472766885,80.3458749305035,80.6813490258963,81.7757001259742,81.5954773869347,79.2210186568594,80.0211798152097,78.3243243243243,82.3006855553957,81.8450171615581,81.6325824477689,81.2750783328872,81.5252854812398,81.9036445636275,81.5252854812398,79.3040293040293,80.1165331391114,79.9166666666667,82.0745797131834,79.9609491137793,82.674434483645,82.9421866056096,83.841059602649,84.1799709724238,81.3347802495931,79.2572463768116,80.9341801825154,80.1192764037433,80.3489439853076,83.057024539019,84.75,83.1325970441291,82.1613394216134,83.1646544306223,83.5174094526976,83.8338338338338,85.7560894041581,84.2957728626919,84.75,80.8342843249136,80.0172265288544,79.719387755102,79.9100449775112,81.0913224706328,83.8324133594187,85.2511436252036,86.3867684478372,88.6084583901773,86.5267639902676,85.9174805216997,86.5102639296188,86.0555555555556,86.3307511770212,85.4654844838505,86.1983980283426,87.5072971395213
"Tuscarawas","OH","New Philadelphia","39","157",593,72.0294057794058,73.6434108527132,74.3303571428571,71.3575448941303,72.9813664596273,76.7281105990783,73.7553627674595,75.1451540703118,71.0003137008862,70.0388147704593,69.8313090418354,68.7668995941818,67.8305265886116,63.1060606060606,66.0481676342525,67.4831081081081,68.7056737588652,69.8736769089774,68.8419117647059,68.4688709031189,69.3055555555556,68.2137445887446,65.7013627819549,64.6570796460177,65.1292549775209,64.980732177264,67.6657577794271,64.8059187189622,63.0667765869744,63.4615384615385,62.983908045977,63.6382598820023,62.8555206149546,65.2217239661186,68.086592178771,68.0283224400872,69.4478449558408,69.5131375579598,71.1332767402377,73.2282366071429,75.4914004914005,73.2807483012246,75.3984107889072,74.6794871794872,74.7546666272075,74.7605140186916,73.281302031302,73.872698942659,74.9166666666667,76.8660250396883,77.6680050718512,79,78.5861450455691,78.7220026350461,81.6326530612245,80.7979981730597,79.2857142857143,79.8402255639098,80.0480769230769,77.7063236870311,78.2756746626687,75.97848288324,76.1865650775898,78.3536585365854,78.2644498470708,80.9374528230676,82.1752720234359,83.0036387659209,80.3872053872054,80.5652173913043,81.9760117010941,79.8092907801419,81.1458333333333,82.3460677111667,81.1458333333333,81.124095793611,81.530612244898,81.3076357228312,80.411288998358,80.8801213960546,81.6313550210239,81.7597336065574,83.6722488038278,80.5102040816327,81.7287996985114,82.8651685393258,82.9236179838824
"Bowie","TX","Texarkana","48","037",594,67.6796875,69.3512304250559,70.1208151800046,69.9384404924761,70.1655382165851,70.1105442176871,69.0454124189064,69.5199067871533,69.6913855525873,69.1908264820424,69.0954132410212,70.0212638713536,72.3577235772358,70.8242890789245,72.1091775009029,71.9667590027701,71.4172406131971,70.5651491365777,70.9318826868496,70.8098082204775,70.9434472629196,71.2296060485476,70.8875165691221,70.0076024104337,70.1959845371596,68.6462449203666,69.9587470929159,73.8977264008593,71.5472673559823,73.6269738428158,72.9987293519695,72.649655219792,70.2389078498293,70.0155763239875,69.4833332280507,69.9478308621636,70.5088902513795,70.3862833279794,70.5088902513795,70.4947449371956,71.2737122603558,72.3388305847077,73.8368910782704,73.6088379705401,73.9928909952607,71.8255869669382,71.7213114754098,70.3216374269006,71.5532677273149,72.6916757940854,73.8195874998212,73.1689599199777,74.0586419753086,73.9993274835766,73.7227781110501,73.3812949640288,75.5988857938719,73.5724398301085,73.5805330243337,74.4927536231884,75.6792873051225,75.952188006483,75.6390865494972,75.9594496741492,76.8557794273595,77.1134529094037,77.0802499144745,76.7781105248808,77.6515931988032,76.1712227969453,76.2771579565473,73.9892030288375,72.2088353413655,75.4440497335702,74.7470962907456,76.4529097510953,74.4920993227991,76.6447368421053,77.6788722195971,79.2252118512644,81.8504366812227,81.2159709618875,78.3565125424339,78.2083618020323,76.1987613153375,78.3420463032113,79.8787210584344
"Orangeburg","SC","Orangeburg","45","075",595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0519262981575,75.1633986928105,76.6535704670884,78.125,77.5879917184265,76.8175582990398,77.0694087403599,75.1633986928105,74.8443685735559,73.5440009337068,73.6111111111111,74.873598846086,74.3361557513968,75.726372009478,74.9819728872224,76.1947700631199,77.6357194613568,77.0685579196218,77.0685579196218,77.2009456264775,76.1931062501336,75,75.4493170381021,73.6607142857143,72.3339098706345,72.0306393575446,72.0840376720599,72.1153846153846,75.3945885005637,79.2162909804877,80.4239401496259,79.5225464190981,79.3685807656396,79.1056588840522,79.4460641399417,79.2155278547245,79.5052766260848,80.2386590726045,80.4623798621356,79.2810312979681,77.9883381924198,78.6319612590799,77.1834033346061,77.0987654320988,78.6319612590799,77.7934936350778,75.7383966244726,78.021978021978,77.9865987670866,79.5414139029528,80.033698399326
"Roanoke","VA","Roanoke","51","161",596,134.95,133.922829581994,133.854813542112,133.620440592272,134.159482758621,134.051724137931,132.916340891321,133.676453754579,133.3,132.57065732529,132.743362831858,132.399329211877,131.495545786512,129.487970388649,131.200787401575,129.9,129.487970388649,128.657961117263,129.136814574315,128.062875635691,126.349633980252,124.515682656827,123.046875,122.489751812305,122.399032992036,122.632612966601,122.899159663866,122.832192798534,123.248145094806,123.412698412698,124.752475247525,126.724763979666,126.551724137931,125.334448160535,125.334448160535,124.335812964931,125,125,124.531340762162,124.7546875,126.498183031049,127.426470588235,128.677976016379,128.493975903614,130.336255740443,129.848484848485,126.411882991578,129.600316580926,133.856159143076,125.779244501067,128.526576287999,129.592592592593,129.95,131.75,132.188387760071,132.351029252438,130.54072667709,129,128.561366806137,129.592592592593,128.231467214518,128.644939965695,129.97111218103,129.888781896967,131.427371974682,131.106557377049,130.952380952381,131.982399258916,132.554763117677,130.914826498423,131.962864721485,130.645956607495,130.952380952381,131.840659340659,129.95,131.740125685297,133.3970335122,131.366958552248,132.143405549181,132.408940397351,133.030682529743,131.78240052064,132.615546218487,133.280658252908,131.437308868502,132.940729483283,134.869794926734
